,time,load,load_2030,solar,hydro
0,2023-01-01 00:00:00,1262.7727073875728,1641.6045196038447,0.0,247.8522999682108
1,2023-01-01 03:00:00,1264.4371061726401,1643.7682380244323,0.0014754940665397764,323.2760123849379
2,2023-01-01 06:00:00,1339.3415335405634,1741.1439936027325,0.11665410618285699,246.62650631569758
3,2023-01-01 09:00:00,1437.178810359257,1868.3324534670344,0.32326227967953863,257.86533768493797
4,2023-01-01 12:00:00,1428.6529360229056,1857.2488168297773,0.33189124069552056,434.25628344137255
5,2023-01-01 15:00:00,1469.822059415605,1910.7686772402867,0.10259343424285776,759.1093583137658
6,2023-01-01 18:00:00,1545.857872829881,2009.6152346788454,0.0,817.6739330749151
7,2023-01-01 21:00:00,1371.5155774383952,1782.9702506699139,0.0,508.4737578342322
8,2023-01-02 00:00:00,1251.0173929988243,1626.3226108984718,0.0,520.1373178479645
9,2023-01-02 03:00:00,1294.5265327929555,1682.8844926308423,0.000762242285563027,542.4019399924762
10,2023-01-02 06:00:00,1403.2789233398707,1824.262600341832,0.06656733504609456,477.3812210832768
11,2023-01-02 09:00:00,1442.1378747231463,1874.7792371400903,0.17018952525769493,533.8107591381703
12,2023-01-02 12:00:00,1426.8317528979226,1854.8812787672994,0.19649825903277987,354.76513799518716
13,2023-01-02 15:00:00,1452.7114997351218,1888.5249496556585,0.05743966797201382,279.6112668301852
14,2023-01-02 18:00:00,1494.573694987023,1942.9458034831298,0.0,300.3833091878305
15,2023-01-02 21:00:00,1382.5767058673355,1797.3497176275362,0.0,232.4162382052227
16,2023-01-03 00:00:00,1249.6620052092887,1624.5606067720755,0.0,307.1635653813477
17,2023-01-03 03:00:00,1297.2373083720267,1686.4085008836348,0.0,357.22696458624773
18,2023-01-03 06:00:00,1430.4345179354164,1859.5648733160413,0.10318631050250349,168.68707628804333
19,2023-01-03 09:00:00,1596.2238967303717,2075.0910657494833,0.19909649362673998,351.9290609464651
20,2023-01-03 12:00:00,1580.9177749051478,2055.1931073766923,0.23257778702679802,233.5512675055476
21,2023-01-03 15:00:00,1610.8819833694017,2094.1465783802223,0.09637031554350113,201.30989131664555
22,2023-01-03 18:00:00,1501.806672449684,1952.348674184589,0.0,301.6512588533811
23,2023-01-03 21:00:00,1383.9320936568706,1799.1117217539318,0.0,139.4554536496123
24,2023-01-04 00:00:00,1253.728168577895,1629.8466191512637,0.0,76.55098476536502
25,2023-01-04 03:00:00,1334.354008970268,1734.6602116613485,0.0019521642720254958,139.2552993678723
26,2023-01-04 06:00:00,1448.5760258045327,1883.1488335458926,0.15508147703880865,165.91622364116424
27,2023-01-04 09:00:00,1581.7705345179675,2056.301694873358,0.2946596358308122,349.2978839474122
28,2023-01-04 12:00:00,1604.3784041978438,2085.691925457197,0.2783779107317755,169.64945769204175
29,2023-01-04 15:00:00,1575.9068879827373,2048.6789543775585,0.1175300510541224,146.42466527346332
30,2023-01-04 18:00:00,1509.9755957037937,1962.9682744149318,0.0,109.57011740551398
31,2023-01-04 21:00:00,1403.854710789756,1825.0111240266829,0.0,146.39845109444255
32,2023-01-05 00:00:00,1280.4635784416166,1664.6026519741017,0.0,169.77355618081964
33,2023-01-05 03:00:00,1334.354008970268,1734.6602116613485,0.004431312804680722,147.83304027008828
34,2023-01-05 06:00:00,1425.173059658386,1852.7249775559017,0.2605807584555295,275.3344573329631
35,2023-01-05 09:00:00,1596.2238967303717,2075.0910657494833,0.4786562715547995,246.46239557862927
36,2023-01-05 12:00:00,1580.9177749051478,2055.1931073766923,0.36921155651296167,198.49153701825557
37,2023-01-05 15:00:00,1562.2429504516965,2030.9158355872055,0.10093011532891528,302.58008307701067
38,2023-01-05 18:00:00,1505.8911340767386,1957.6584742997602,0.0,136.40648032595814
39,2023-01-05 21:00:00,1393.8934022233132,1812.061422890307,0.0,289.5647786299023
40,2023-01-06 00:00:00,1251.017392998824,1626.3226108984713,0.0,125.19774210327991
41,2023-01-06 03:00:00,1328.479964162709,1727.0239534115217,0.0027419046230352014,127.32579693399613
42,2023-01-06 06:00:00,1479.249781312717,1923.024715706532,0.2383338558738413,92.17680534022493
43,2023-01-06 09:00:00,1588.495785949622,2065.0445217345086,0.45427606118803315,184.15998677955554
44,2023-01-06 12:00:00,1643.7997400631007,2136.9396620820307,0.3350267797589446,599.4817126916853
45,2023-01-06 15:00:00,1537.0068836801381,1998.1089487841796,0.08451448325852114,281.2365319556609
46,2023-01-06 18:00:00,1497.7222108226292,1947.038874069418,0.0,188.4906729571559
47,2023-01-06 21:00:00,1416.8848938787419,1841.9503620423645,0.0,203.23779620041512
48,2023-01-07 00:00:00,1257.0899165174865,1634.2168914727324,0.0,268.9237443061325
49,2023-01-07 03:00:00,1261.288590337034,1639.6751674381444,0.0021983641251344015,222.00604743678318
50,2023-01-07 06:00:00,1333.0445018693513,1732.9578524301567,0.23800923459955373,446.73922881838274
51,2023-01-07 09:00:00,1404.9313371032608,1826.410738234239,0.4444007885326952,205.42916129261096
52,2023-01-07 12:00:00,1428.6529360229056,1857.2488168297773,0.3636844237427697,270.9384996342122
53,2023-01-07 15:00:00,1502.0695326716013,1952.6903924730818,0.10613141368138124,367.3757135521171
54,2023-01-07 18:00:00,1545.857872829881,2009.6152346788454,0.0,251.09903655121107
55,2023-01-07 21:00:00,1401.3198618246604,1821.7158203720585,0.0,105.54066864070609
56,2023-01-08 00:00:00,1262.7727073875728,1641.6045196038447,0.0,384.6061026505956
57,2023-01-08 03:00:00,1270.7341378438523,1651.954379197008,0.0011252220457146106,397.019615023235
58,2023-01-08 06:00:00,1339.3415335405634,1741.1439936027325,0.2414873232219433,244.42945395647553
59,2023-01-08 09:00:00,1421.0550737312587,1847.3715958506364,0.4429704735808259,260.4841528519889
60,2023-01-08 12:00:00,1412.5291993949074,1836.2879592133797,0.42599423476881165,430.2417465018832
61,2023-01-08 15:00:00,1469.822059415605,1910.7686772402867,0.12487662429808576,751.265392857364
62,2023-01-08 18:00:00,1545.857872829881,2009.6152346788454,0.0,285.77825378729955
63,2023-01-08 21:00:00,1371.5155774383952,1782.9702506699139,0.0,203.60992662693448
64,2023-01-09 00:00:00,1253.728168577895,1629.8466191512637,0.0,257.4633131485176
65,2023-01-09 03:00:00,1320.8242024001415,1717.071463120184,0.0005561677313838812,436.57605531838993
66,2023-01-09 06:00:00,1426.3500563083617,1854.2550732008701,0.11875233194335066,361.5918460913675
67,2023-01-09 09:00:00,1543.0510145136434,2005.9663188677364,0.2537553353254456,263.0636721418215
68,2023-01-09 12:00:00,1589.3458447124863,2066.1495981262324,0.34830795037208356,569.8520885972853
69,2023-01-09 15:00:00,1562.2429504516965,2030.9158355872055,0.10480486694711155,546.8203159127908
70,2023-01-09 18:00:00,1497.7222108226292,1947.038874069418,0.0,460.2308366984137
71,2023-01-09 21:00:00,1387.080609492477,1803.2047923402201,0.0,279.771979494341
72,2023-01-10 00:00:00,1267.353754039568,1647.5598802514385,0.0,580.7874244803897
73,2023-01-10 03:00:00,1328.479964162709,1727.0239534115217,0.0009045345943823343,668.4522268149364
74,2023-01-10 06:00:00,1473.8120925760913,1915.9557203489187,0.0636114134605809,391.01974963621393
75,2023-01-10 09:00:00,1585.2065220707107,2060.768478691924,0.16123495492862464,440.9535271467691
76,2023-01-10 12:00:00,1586.0545214354836,2061.870877866129,0.27764560453934445,247.94098409454298
77,2023-01-10 15:00:00,1511.7708169085795,1965.3020619811534,0.1312449927008168,308.5778930874702
